image_path,label,text
external\cls_chinese_medicine/train/wumei/wumei_0307.jpg,乌梅,性味酸涩平；归肝脾肺大肠经；功效：敛肺涩肠、生津安蛔。
external\cls_chinese_medicine/train/shouwutengpian/shouwutengpian_0075.jpg,首乌藤(shouwutengpian),性味甘平；归心肝经；功效：养血安神、祛风通络。
external\cls_chinese_medicine/train/yinchen/yinchen_1470.jpg,茵陈,性味苦辛微寒；归脾胃肝胆经；功效：清利湿热、利胆退黄。
external\cls_chinese_medicine/train/xiaohuixiang/xiaohuixiang_0651.jpg,小茴香,性味辛温；归肝肾脾胃经；功效：散寒止痛、理气和胃。
external\cls_chinese_medicine/train/tianmapian/tianmapian_1581.jpg,天麻(tianmapian),性味甘平；归肝经；功效：息风止痉、平抑肝阳、祛风通络。
external\cls_chinese_medicine/train/tianmapian/tianmapian_0590.jpg,天麻(tianmapian),性味甘平；归肝经；功效：息风止痉、平抑肝阳、祛风通络。
external\cls_chinese_medicine/train/chenxiang/chengxiang_0512.jpg,沉香,性味辛苦微温；归脾胃肾经；功效：行气止痛、温中止呕、纳气平喘。
external\cls_chinese_medicine/train/gegen/gegen_0998.jpg,葛根,性味甘辛凉；归脾胃肺经；功效：解肌退热、生津止渴、透疹、升阳止泻、通经活络。
external\cls_chinese_medicine/train/roucongronggen/roucongronggeng_0958.jpg,肉苁蓉(roucongronggen),性味甘咸温；归肾大肠经；功效：补肾阳、益精血、润肠通便。
external\cls_chinese_medicine/train/bajitian/bajitian_1564.jpg,巴戟天,性味甘辛微温；归肾肝经；功效：补肾阳、强筋骨、祛风湿。
external\cls_chinese_medicine/train/shigao/shigao_0531.jpg,石膏,性味甘辛大寒；归肺胃经；功效：清热泻火、除烦止渴。
external\cls_chinese_medicine/train/qinghao/qinhao_0246.jpg,青蒿,性味苦辛寒；归肝胆经；功效：清虚热、除骨蒸、解暑热、截疟、退黄。
external\cls_chinese_medicine/train/fuzi/fuzi_0568.jpg,附子,性味辛甘大热有毒；归心肾脾经；功效：回阳救逆、补火助阳、散寒止痛。
external\cls_chinese_medicine/train/shichangpu/shichangpu_1347.jpg,石菖蒲,性味辛苦温；归心胃经；功效：开窍豁痰、醒神益智、化湿开胃。
external\cls_chinese_medicine/train/roucongrongpian/roucongrongpian_0169.jpg,肉苁蓉(roucongrongpian),性味甘咸温；归肾大肠经；功效：补肾阳、益精血、润肠通便。
external\cls_chinese_medicine/train/qianghuo/qianhuo_0790.jpg,羌活,性味辛苦温；归膀胱肾经；功效：解表散寒、祛风胜湿、止痛。
external\cls_chinese_medicine/train/tiankuizi/yitiankuizi_0539.jpg,天葵子,性味甘苦寒；归肝胃经；功效：清热解毒、消肿散结。
external\cls_chinese_medicine/train/tiandong/tiandong_0402.jpg,天冬,性味甘苦寒；归肺肾经；功效：养阴润燥、清肺生津。
external\cls_chinese_medicine/train/longgu/longgu_1560.jpg,龙骨,性味甘涩平；归心肝肾经；功效：镇惊安神、平肝潜阳、收敛固涩。
external\cls_chinese_medicine/train/zelan/zelan_0231.jpg,泽兰,性味苦辛微温；归肝脾经；功效：活血调经、祛瘀消痈、利水消肿。
external\cls_chinese_medicine/train/sharen/sharen_1165.jpg,砂仁,性味辛温；归脾胃肾经；功效：化湿开胃、温脾止泻、理气安胎。
external\cls_chinese_medicine/train/chaihu/chaihu_1210.jpg,柴胡,性味苦辛微寒；归肝经；功效：疏散退热、疏肝解郁、升举阳气。
external\cls_chinese_medicine/train/zhiqiaopian/zhiqiaopian_1299.jpg,枳壳(zhiqiaopian),性味苦辛酸微寒；归脾胃经；功效：理气宽中、行滞消胀。
external\cls_chinese_medicine/train/shouwutengpian/shouwutengpian_1069.jpg,首乌藤(shouwutengpian),性味甘平；归心肝经；功效：养血安神、祛风通络。
external\cls_chinese_medicine/train/wuweizi/wuweizi_1583.jpg,五味子,性味酸甘温；归肺心肾经；功效：收敛固涩、益气生津、补肾宁心。
external\cls_chinese_medicine/train/baimaogen/baimaogen_0247.jpg,白茅根,性味甘寒；归肺胃膀胱经；功效：凉血止血、清热利尿。
external\cls_chinese_medicine/train/cebaiye/cebaiye_1599.jpg,侧柏叶,性味苦涩寒；归肺肝大肠经；功效：凉血止血、化痰止咳、生发乌发。
external\cls_chinese_medicine/train/yuzhupian/yuzhupian_1125.jpg,玉竹(yuzhupian),性味甘微寒；归肺胃经；功效：养阴润燥、生津止渴。
external\cls_chinese_medicine/train/jinqiancao/jinqiancao_0902.jpg,金钱草,性味甘咸微寒；归肝胆肾膀胱经；功效：利湿退黄、利尿通淋、解毒消肿。
external\cls_chinese_medicine/train/huaihua/huaihua_0214.jpg,槐花,性味苦微寒；归肝大肠经；功效：凉血止血、清肝泻火。
external\cls_chinese_medicine/train/chenpi/chenpi_1491.jpg,陈皮,性味苦辛温；归脾肺经；功效：理气健脾、燥湿化痰。
external\cls_chinese_medicine/train/shichangpu/shichangpu_0591.jpg,石菖蒲,性味辛苦温；归心胃经；功效：开窍豁痰、醒神益智、化湿开胃。
external\cls_chinese_medicine/train/yuanzhi/yuanzhi_0773.jpg,远志,性味苦辛温；归心肾肺经；功效：安神益智、交通心肾、祛痰开窍、消散痈肿。
external\cls_chinese_medicine/train/guanzhong/guanzhong_1425.jpg,贯众,性味苦微寒有小毒；归肝胃经；功效：清热解毒、驱虫、止血。
external\cls_chinese_medicine/train/chongcao/chongcao_0928.jpg,虫草,性味甘平；归肺肾经；功效：补肾益肺、止血化痰。
external\cls_chinese_medicine/train/qinghao/qinhao_0609.jpg,青蒿,性味苦辛寒；归肝胆经；功效：清虚热、除骨蒸、解暑热、截疟、退黄。
external\cls_chinese_medicine/train/zhenzhumu/zhenzhumu_1380.jpg,珍珠母,性味咸寒；归肝心经；功效：平肝潜阳、安神定惊、明目退翳。
external\cls_chinese_medicine/train/luohanguo/luohanguo_0836.jpg,罗汉果,性味甘凉；归肺大肠经；功效：清热润肺、利咽开音、滑肠通便。
external\cls_chinese_medicine/train/duzhong/duzhong_1238.jpg,杜仲,性味甘温；归肝肾经；功效：补肝肾、强筋骨、安胎。
external\cls_chinese_medicine/train/shichangpu/shichangpu_0473.jpg,石菖蒲,性味辛苦温；归心胃经；功效：开窍豁痰、醒神益智、化湿开胃。
external\cls_chinese_medicine/train/roucongrongpian/roucongrongpian_1509.jpg,肉苁蓉(roucongrongpian),性味甘咸温；归肾大肠经；功效：补肾阳、益精血、润肠通便。
external\cls_chinese_medicine/train/wulingzhi/wulinzhi_0922.jpg,五灵脂,性味苦咸甘温；归肝经；功效：活血止痛、化瘀止血。
external\cls_chinese_medicine/train/huangjing/huangjing_1416.jpg,黄精,性味甘平；归脾胃肺肾经；功效：补气养阴、健脾、润肺、益肾。
external\cls_chinese_medicine/train/suanzaoren/suanzaoren_0137.jpg,酸枣仁,性味甘酸平；归肝胆心经；功效：养心补肝、宁心安神、敛汗生津。
external\cls_chinese_medicine/train/zhuru/zhuru_0088.jpg,竹茹,性味甘微寒；归肺胃心胆经；功效：清热化痰、除烦止呕。
external\cls_chinese_medicine/train/baishao/baishao_0614.jpg,白芍,性味苦酸微寒；归肝脾经；功效：养血调经、敛阴止汗、柔肝止痛、平抑肝阳。
external\cls_chinese_medicine/train/wuweizi/wuweizi_1206.jpg,五味子,性味酸甘温；归肺心肾经；功效：收敛固涩、益气生津、补肾宁心。
external\cls_chinese_medicine/train/xiangfu/xiangfu_0238.jpg,香附,性味辛微苦微甘平；归肝脾三焦经；功效：疏肝解郁、理气宽中、调经止痛。
external\cls_chinese_medicine/train/yinchen/yinchen_0889.jpg,茵陈,性味苦辛微寒；归脾胃肝胆经；功效：清利湿热、利胆退黄。
external\cls_chinese_medicine/train/hehuanpi/hehuanpi_0692.jpg,合欢皮,性味甘平；归心肝肺经；功效：解郁安神、活血消肿。
external\cls_chinese_medicine/train/banlangen/banlangen_1593.jpg,板蓝根,性味苦寒；归心胃经；功效：清热解毒、凉血利咽。
external\cls_chinese_medicine/train/sharen/sharen_0265.jpg,砂仁,性味辛温；归脾胃肾经；功效：化湿开胃、温脾止泻、理气安胎。
external\cls_chinese_medicine/train/jinyinhua/(953).jpg,金银花,性味甘寒；归肺心胃经；功效：清热解毒、疏散风热。
external\cls_chinese_medicine/train/chenxiang/chengxiang_1147.jpg,沉香,性味辛苦微温；归脾胃肾经；功效：行气止痛、温中止呕、纳气平喘。
external\cls_chinese_medicine/train/tusizi/tusizi_0618.jpg,菟丝子,性味辛甘平；归肝肾脾经；功效：补益肝肾、固精缩尿、安胎、明目、止泻。
external\cls_chinese_medicine/train/maidong/maidong_0316.jpg,麦冬,性味甘微苦微寒；归心胃肺经；功效：养阴生津、润肺清心。
external\cls_chinese_medicine/train/yujin/yujin_0076.jpg,郁金,性味辛苦寒；归肝心肺经；功效：活血止痛、行气解郁、清心凉血、利胆退黄。
external\cls_chinese_medicine/train/tianmapian/tianmapian_0141.jpg,天麻(tianmapian),性味甘平；归肝经；功效：息风止痉、平抑肝阳、祛风通络。
external\cls_chinese_medicine/train/gegen/gegen_1202.jpg,葛根,性味甘辛凉；归脾胃肺经；功效：解肌退热、生津止渴、透疹、升阳止泻、通经活络。
external\cls_chinese_medicine/train/fuling/fuling_0884.jpg,茯苓,性味甘淡平；归心肺脾肾经；功效：利水渗湿、健脾、宁心。
external\cls_chinese_medicine/train/tiankuizi/yitiankuizi_0191.jpg,天葵子,性味甘苦寒；归肝胃经；功效：清热解毒、消肿散结。
external\cls_chinese_medicine/train/paojiang/paojiang_1220.jpg,炮姜,性味苦涩温；归脾胃肾经；功效：温经止血、温中止痛。
external\cls_chinese_medicine/train/houpu/houpu_0263.jpg,厚朴,性味苦辛温；归脾胃肺大肠经；功效：燥湿消痰、下气除满。
external\cls_chinese_medicine/train/baifan/baifan_0611.jpg,白矾,性味酸涩寒；归肺脾肝大肠经；功效：外用解毒杀虫、燥湿止痒；内服止血止泻、祛除风痰。
external\cls_chinese_medicine/train/sharen/sharen_0786.jpg,砂仁,性味辛温；归脾胃肾经；功效：化湿开胃、温脾止泻、理气安胎。
external\cls_chinese_medicine/train/zicao/zicao_0828.jpg,紫草,性味甘咸寒；归心肝经；功效：凉血活血、解毒透疹。
external\cls_chinese_medicine/train/ganjiang/gangjiang_0023.jpg,干姜,性味辛热；归脾胃肾心肺经；功效：温中散寒、回阳通脉、温肺化饮。
external\cls_chinese_medicine/train/qianhu/qianhu_0318.jpg,前胡,性味苦辛微寒；归肺脾经；功效：降气化痰、散风清热。
external\cls_chinese_medicine/train/caokou/caokou_0100.jpg,草蔻,性味辛温；归脾胃经；功效：燥湿行气、温中止呕。
external\cls_chinese_medicine/train/fupenzi/fupenzi_0683.jpg,覆盆子,性味甘酸温；归肝肾经；功效：益肾固精缩尿、养肝明目。
external\cls_chinese_medicine/train/jinyinhua/(1443).jpg,金银花,性味甘寒；归肺心胃经；功效：清热解毒、疏散风热。
external\cls_chinese_medicine/train/mudanpi/mudanpi_1029.jpg,牡丹皮,性味苦辛微寒；归心肝肾经；功效：清热凉血、活血化瘀。
external\cls_chinese_medicine/train/jineijin/jineijin_0895.jpg,鸡内金,性味甘平；归脾胃小肠膀胱经；功效：健胃消食、涩精止遗、通淋化石。
external\cls_chinese_medicine/train/juemingzi/juemingzi_0352.jpg,决明子,性味甘苦咸微寒；归肝大肠经；功效：清热明目、润肠通便。
external\cls_chinese_medicine/train/xinyi/xinyi_0424.jpg,辛夷,性味辛温；归肺胃经；功效：散风寒、通鼻窍。
external\cls_chinese_medicine/train/sangshen/sangshen_0831.jpg,桑葚,性味甘酸寒；归心肝肾经；功效：滋阴补血、生津润燥。
external\cls_chinese_medicine/train/baishao/baishao_0373.jpg,白芍,性味苦酸微寒；归肝脾经；功效：养血调经、敛阴止汗、柔肝止痛、平抑肝阳。
external\cls_chinese_medicine/train/danshen/danshen_0453.jpg,丹参,性味苦微寒；归心肝经；功效：活血调经、凉血消痈、安神。
external\cls_chinese_medicine/train/zhiqiaotiao/zhiqiaotiao_0342.jpg,枳壳(zhiqiaotiao),性味苦辛酸微寒；归脾胃经；功效：理气宽中、行滞消胀。
external\cls_chinese_medicine/train/fupenzi/fupenzi_0609.jpg,覆盆子,性味甘酸温；归肝肾经；功效：益肾固精缩尿、养肝明目。
external\cls_chinese_medicine/train/dangshen/dangsheng_0822.jpg,党参,性味甘平；归脾肺经；功效：健脾益肺、养血生津。
external\cls_chinese_medicine/train/zhebeimu/zhebeimu_0499.jpg,浙贝母,性味苦寒；归肺心经；功效：清热化痰、散结消痈。
external\cls_chinese_medicine/train/zhiqiaotiao/zhiqiaotiao_0275.jpg,枳壳(zhiqiaotiao),性味苦辛酸微寒；归脾胃经；功效：理气宽中、行滞消胀。
external\cls_chinese_medicine/train/yujin/yujin_0703.jpg,郁金,性味辛苦寒；归肝心肺经；功效：活血止痛、行气解郁、清心凉血、利胆退黄。
external\cls_chinese_medicine/train/xinyi/xinyi_1430.jpg,辛夷,性味辛温；归肺胃经；功效：散风寒、通鼻窍。
external\cls_chinese_medicine/train/puhuang/puhuang_0878.jpg,蒲黄,性味甘平；归肝心包经；功效：止血、化瘀、通淋。
external\cls_chinese_medicine/train/huangjing/huangjing_0209.jpg,黄精,性味甘平；归脾胃肺肾经；功效：补气养阴、健脾、润肺、益肾。
external\cls_chinese_medicine/train/yiyiren/yiyiren_1292.jpg,薏苡仁,性味甘淡凉；归脾胃肺经；功效：利水渗湿、健脾止泻、除痹、排脓、解毒散结。
external\cls_chinese_medicine/train/yujin/yujin_0988.jpg,郁金,性味辛苦寒；归肝心肺经；功效：活血止痛、行气解郁、清心凉血、利胆退黄。
external\cls_chinese_medicine/train/cebaiye/cebaiye_0934.jpg,侧柏叶,性味苦涩寒；归肺肝大肠经；功效：凉血止血、化痰止咳、生发乌发。
external\cls_chinese_medicine/train/tusizi/tusizi_1545.jpg,菟丝子,性味辛甘平；归肝肾脾经；功效：补益肝肾、固精缩尿、安胎、明目、止泻。
external\cls_chinese_medicine/train/lulutong/lulutong_0539.jpg,路路通,性味苦平；归肝膀胱经；功效：祛风活络、利水通经、下乳。
external\cls_chinese_medicine/train/ganjiang/gangjiang_0322.jpg,干姜,性味辛热；归脾胃肾心肺经；功效：温中散寒、回阳通脉、温肺化饮。
external\cls_chinese_medicine/train/yejuhua/yejuhua_1475.jpg,菊花,性味苦辛微寒；归肝心经；功效：清热解毒、泻火平肝。
external\cls_chinese_medicine/train/foshou/foshou_1077.jpg,佛手,性味辛苦酸温；归肝脾胃肺经；功效：疏肝理气、和胃止痛、燥湿化痰。
external\cls_chinese_medicine/train/shengma/shengma_1123.jpg,升麻,性味辛微甘微寒；归肺脾胃大肠经；功效：发表透疹、清热解毒、升举阳气。
external\cls_chinese_medicine/train/maiya/maiya_0059.jpg,麦芽,性味甘平；归脾胃肝经；功效：行气消食、健脾开胃、回乳消胀。
external\cls_chinese_medicine/train/shanyao/shanyao_1111.jpg,山药,性味甘平；归脾肺肾经；功效：补脾养胃、生津益肺、补肾涩精。
external\cls_chinese_medicine/train/fuzi/fuzi_0438.jpg,附子,性味辛甘大热有毒；归心肾脾经；功效：回阳救逆、补火助阳、散寒止痛。
external\cls_chinese_medicine/train/huaihua/huaihua_0019.jpg,槐花,性味苦微寒；归肝大肠经；功效：凉血止血、清肝泻火。
external\cls_chinese_medicine/train/maidong/maidong_0716.jpg,麦冬,性味甘微苦微寒；归心胃肺经；功效：养阴生津、润肺清心。
external\cls_chinese_medicine/train/xuduan/xuduan_0923.jpg,续断,性味苦辛微温；归肝肾经；功效：补肝肾、强筋骨、续折伤、止崩漏。
external\cls_chinese_medicine/train/banlangen/banlangen_0595.jpg,板蓝根,性味苦寒；归心胃经；功效：清热解毒、凉血利咽。
external\cls_chinese_medicine/train/shenqu/shengqu_0899.jpg,神曲,性味甘辛温；归脾胃经；功效：消食和胃。
external\cls_chinese_medicine/train/jingjie/jinjie_0827.jpg,荆芥,性味辛微温；归肺肝经；功效：解表散风、透疹消疮、炒炭止血。
external\cls_chinese_medicine/train/gouteng/gouteng_1153.jpg,钩藤,性味甘凉；归肝心包经；功效：息风定惊、清热平肝。
external\cls_chinese_medicine/train/sangpiaoxiao/sangpiaoxiao_1220.jpg,桑螵蛸,性味甘咸平；归肝肾经；功效：固精缩尿、补肾助阳。
external\cls_chinese_medicine/train/roucongronggen/roucongronggeng_0942.jpg,肉苁蓉(roucongronggen),性味甘咸温；归肾大肠经；功效：补肾阳、益精血、润肠通便。
external\cls_chinese_medicine/train/zhiqiaotiao/zhiqiaotiao_0520.jpg,枳壳(zhiqiaotiao),性味苦辛酸微寒；归脾胃经；功效：理气宽中、行滞消胀。
external\cls_chinese_medicine/train/gegen/gegen_0008.jpg,葛根,性味甘辛凉；归脾胃肺经；功效：解肌退热、生津止渴、透疹、升阳止泻、通经活络。
external\cls_chinese_medicine/train/chantui/chantui_0490.jpg,蝉蜕,性味甘寒；归肺肝经；功效：疏散风热、利咽开音、透疹、明目退翳、息风止痉。
external\cls_chinese_medicine/train/jianghuang/jianghuang_0436.jpg,姜黄,性味辛苦温；归脾胃肝经；功效：破血行气、通经止痛。
external\cls_chinese_medicine/train/foshou/foshou_0181.jpg,佛手,性味辛苦酸温；归肝脾胃肺经；功效：疏肝理气、和胃止痛、燥湿化痰。
external\cls_chinese_medicine/train/maiya/maiya_0829.jpg,麦芽,性味甘平；归脾胃肝经；功效：行气消食、健脾开胃、回乳消胀。
external\cls_chinese_medicine/train/cebaiye/cebaiye_1178.jpg,侧柏叶,性味苦涩寒；归肺肝大肠经；功效：凉血止血、化痰止咳、生发乌发。
external\cls_chinese_medicine/train/shouwutengkuai/shouwutengkuai_0343.jpg,首乌藤(shouwutengkuai),性味甘平；归心肝经；功效：养血安神、祛风通络。
external\cls_chinese_medicine/train/baishao/baishao_0202.jpg,白芍,性味苦酸微寒；归肝脾经；功效：养血调经、敛阴止汗、柔肝止痛、平抑肝阳。
external\cls_chinese_medicine/train/xinyi/xinyi_0373.jpg,辛夷,性味辛温；归肺胃经；功效：散风寒、通鼻窍。
external\cls_chinese_medicine/train/baitouweng/baitouweng_0122.jpg,白头翁,性味苦寒；归胃大肠经；功效：清热解毒、凉血止痢。
external\cls_chinese_medicine/train/sanqi/sanqi_0670.jpg,三七,性味甘微苦温；归肝胃经；功效：化瘀止血、活血定痛。
external\cls_chinese_medicine/train/dilong/dilong_1479.jpg,地龙,性味咸寒；归肝脾膀胱经；功效：清热定惊、通络平喘、利尿。
external\cls_chinese_medicine/train/gouteng/gouteng_0238.jpg,钩藤,性味甘凉；归肝心包经；功效：息风定惊、清热平肝。
external\cls_chinese_medicine/train/bajitian/bajitian_0268.jpg,巴戟天,性味甘辛微温；归肾肝经；功效：补肾阳、强筋骨、祛风湿。
external\cls_chinese_medicine/train/banlangen/banlangen_0738.jpg,板蓝根,性味苦寒；归心胃经；功效：清热解毒、凉血利咽。
external\cls_chinese_medicine/train/duzhong/duzhong_1320.jpg,杜仲,性味甘温；归肝肾经；功效：补肝肾、强筋骨、安胎。
external\cls_chinese_medicine/train/jinyinhua/(1404).jpg,金银花,性味甘寒；归肺心胃经；功效：清热解毒、疏散风热。
external\cls_chinese_medicine/train/taoren/taoren_1369.jpg,桃仁,性味苦甘平；归心肝大肠经；功效：活血祛瘀、润肠通便、止咳平喘。
external\cls_chinese_medicine/train/banxia/banxia_0734.jpg,半夏,性味辛温有毒；归脾胃肺经；功效：燥湿化痰、降逆止呕、消痞散结。
external\cls_chinese_medicine/train/dafupi/dafupi_0776.jpg,大腹皮,性味辛微温；归脾胃大肠小肠经；功效：行气宽中、行水消肿。
external\cls_chinese_medicine/train/paojiang/paojiang_0748.jpg,炮姜,性味苦涩温；归脾胃肾经；功效：温经止血、温中止痛。
external\cls_chinese_medicine/train/maiya/maiya_0406.jpg,麦芽,性味甘平；归脾胃肝经；功效：行气消食、健脾开胃、回乳消胀。
external\cls_chinese_medicine/train/banxia/banxia_1017.jpg,半夏,性味辛温有毒；归脾胃肺经；功效：燥湿化痰、降逆止呕、消痞散结。
external\cls_chinese_medicine/train/chenpi/chenpi_0136.jpg,陈皮,性味苦辛温；归脾肺经；功效：理气健脾、燥湿化痰。
external\cls_chinese_medicine/train/dangshen/dangsheng_1207.jpg,党参,性味甘平；归脾肺经；功效：健脾益肺、养血生津。
external\cls_chinese_medicine/train/digupi/digupi_0320.jpg,地骨皮,性味甘寒；归肺肝肾经；功效：凉血除蒸、清肺降火。
external\cls_chinese_medicine/train/xiangfu/xiangfu_1076.jpg,香附,性味辛微苦微甘平；归肝脾三焦经；功效：疏肝解郁、理气宽中、调经止痛。
external\cls_chinese_medicine/train/shenqu/shengqu_1203.jpg,神曲,性味甘辛温；归脾胃经；功效：消食和胃。
external\cls_chinese_medicine/train/rougui/rougui_0865.jpg,肉桂,性味辛甘大热；归肾脾心肝经；功效：补火助阳、引火归元、散寒止痛、温通经脉。
external\cls_chinese_medicine/train/fangfeng/fangfeng_1137.jpg,防风,性味辛甘微温；归膀胱肝脾经；功效：祛风解表、胜湿止痛、止痉。
external\cls_chinese_medicine/train/lianqiao/lianqiao_1139.jpg,连翘,性味苦微寒；归肺心小肠经；功效：清热解毒、疏散风热、消肿散结。
external\cls_chinese_medicine/train/sangshen/sangshen_0264.jpg,桑葚,性味甘酸寒；归心肝肾经；功效：滋阴补血、生津润燥。
external\cls_chinese_medicine/train/shenqu/shengqu_1448.jpg,神曲,性味甘辛温；归脾胃经；功效：消食和胃。
external\cls_chinese_medicine/train/gouteng/gouteng_1102.jpg,钩藤,性味甘凉；归肝心包经；功效：息风定惊、清热平肝。
external\cls_chinese_medicine/train/shouwutengkuai/shouwutengkuai_0921.jpg,首乌藤(shouwutengkuai),性味甘平；归心肝经；功效：养血安神、祛风通络。
external\cls_chinese_medicine/train/juemingzi/juemingzi_0379.jpg,决明子,性味甘苦咸微寒；归肝大肠经；功效：清热明目、润肠通便。
external\cls_chinese_medicine/train/gegen/gegen_0426.jpg,葛根,性味甘辛凉；归脾胃肺经；功效：解肌退热、生津止渴、透疹、升阳止泻、通经活络。
external\cls_chinese_medicine/train/yuzhutiao/yuzhutiao_0153.jpg,玉竹(yuzhutiao),性味甘微寒；归肺胃经；功效：养阴润燥、生津止渴。
external\cls_chinese_medicine/train/sangshen/sangshen_0946.jpg,桑葚,性味甘酸寒；归心肝肾经；功效：滋阴补血、生津润燥。
external\cls_chinese_medicine/train/daxueteng/daxueteng_1381.jpg,大血藤,性味苦平；归大肠肝经；功效：清热解毒、活血止痛、祛风通络。
external\cls_chinese_medicine/train/hehuanpi/hehuanpi_1049.jpg,合欢皮,性味甘平；归心肝肺经；功效：解郁安神、活血消肿。
external\cls_chinese_medicine/train/huaihua/huaihua_1301.jpg,槐花,性味苦微寒；归肝大肠经；功效：凉血止血、清肝泻火。
external\cls_chinese_medicine/train/huaihua/huaihua_0951.jpg,槐花,性味苦微寒；归肝大肠经；功效：凉血止血、清肝泻火。
external\cls_chinese_medicine/train/chuanxinlian/chuanxinlian_0928.jpg,穿心莲,性味苦寒；归心肺大肠膀胱经；功效：清热解毒、凉血消肿、燥湿。
external\cls_chinese_medicine/train/baimaogen/baimaogen_0384.jpg,白茅根,性味甘寒；归肺胃膀胱经；功效：凉血止血、清热利尿。
external\cls_chinese_medicine/train/yimucao/yimucao_1006.jpg,益母草,性味苦辛微寒；归肝心包膀胱经；功效：活血调经、利尿消肿、清热解毒。
external\cls_chinese_medicine/train/tianmakuai/tianmakuai_1429.jpg,天麻(tianmakuai),性味甘平；归肝经；功效：息风止痉、平抑肝阳、祛风通络。
external\cls_chinese_medicine/train/maidong/maidong_1109.jpg,麦冬,性味甘微苦微寒；归心胃肺经；功效：养阴生津、润肺清心。
external\cls_chinese_medicine/train/luoshiteng/luoshiteng_0792.jpg,络石藤,性味苦微寒；归心肝经；功效：祛风通络、凉血消肿。
external\cls_chinese_medicine/train/chongcao/chongcao_1149.jpg,虫草,性味甘平；归肺肾经；功效：补肾益肺、止血化痰。
external\cls_chinese_medicine/train/qianhu/qianhu_1029.jpg,前胡,性味苦辛微寒；归肺脾经；功效：降气化痰、散风清热。
external\cls_chinese_medicine/train/hongkou/hongkou_0018.jpg,红豆蔻,性味辛温；归脾胃肺经；功效：散寒燥湿、醒脾消食。
external\cls_chinese_medicine/train/ajiao/ajiao_1315.jpg,阿胶,性味甘平；归肺肝肾经；功效：补血滋阴、润燥、止血。
external\cls_chinese_medicine/train/wulingzhi/wulinzhi_1314.jpg,五灵脂,性味苦咸甘温；归肝经；功效：活血止痛、化瘀止血。
external\cls_chinese_medicine/train/mudanpi/mudanpi_0235.jpg,牡丹皮,性味苦辛微寒；归心肝肾经；功效：清热凉血、活血化瘀。
external\cls_chinese_medicine/train/baihuasheshecao/baihuasheshecao_0617.jpg,白花蛇舌草,性味微苦甘寒；归胃大肠小肠经；功效：清热解毒、利湿通淋。
external\cls_chinese_medicine/train/yejuhua/yejuhua_1502.jpg,菊花,性味苦辛微寒；归肝心经；功效：清热解毒、泻火平肝。
external\cls_chinese_medicine/train/sharen/sharen_0526.jpg,砂仁,性味辛温；归脾胃肾经；功效：化湿开胃、温脾止泻、理气安胎。
external\cls_chinese_medicine/train/tusizi/tusizi_1130.jpg,菟丝子,性味辛甘平；归肝肾脾经；功效：补益肝肾、固精缩尿、安胎、明目、止泻。
external\cls_chinese_medicine/train/dafupi/dafupi_0926.jpg,大腹皮,性味辛微温；归脾胃大肠小肠经；功效：行气宽中、行水消肿。
external\cls_chinese_medicine/train/luoshiteng/luoshiteng_0193.jpg,络石藤,性味苦微寒；归心肝经；功效：祛风通络、凉血消肿。
external\cls_chinese_medicine/train/huzhang/huzhang_1600.jpg,虎杖,性味微苦微寒；归肝胆肺经；功效：利湿退黄、清热解毒、散瘀止痛、止咳化痰。
external\cls_chinese_medicine/train/banxia/banxia_0333.jpg,半夏,性味辛温有毒；归脾胃肺经；功效：燥湿化痰、降逆止呕、消痞散结。
external\cls_chinese_medicine/train/longgu/longgu_0240.jpg,龙骨,性味甘涩平；归心肝肾经；功效：镇惊安神、平肝潜阳、收敛固涩。
external\cls_chinese_medicine/train/chuanxinlian/chuanxinlian_0561.jpg,穿心莲,性味苦寒；归心肺大肠膀胱经；功效：清热解毒、凉血消肿、燥湿。
external\cls_chinese_medicine/train/tianmakuai/tianmakuai_1014.jpg,天麻(tianmakuai),性味甘平；归肝经；功效：息风止痉、平抑肝阳、祛风通络。
external\cls_chinese_medicine/train/honghua/honghua_0401.jpg,红花,性味辛温；归心肝经；功效：活血通经、散瘀止痛。
external\cls_chinese_medicine/train/ganjiang/gangjiang_1397.jpg,干姜,性味辛热；归脾胃肾心肺经；功效：温中散寒、回阳通脉、温肺化饮。
external\cls_chinese_medicine/train/banlangen/banlangen_1297.jpg,板蓝根,性味苦寒；归心胃经；功效：清热解毒、凉血利咽。
external\cls_chinese_medicine/train/sanqi/sanqi_1613.jpg,三七,性味甘微苦温；归肝胃经；功效：化瘀止血、活血定痛。
external\cls_chinese_medicine/train/zhenzhumu/zhenzhumu_1086.jpg,珍珠母,性味咸寒；归肝心经；功效：平肝潜阳、安神定惊、明目退翳。
external\cls_chinese_medicine/train/shanzha/shanzha_1552.jpg,山楂,性味酸甘微温；归脾胃肝经；功效：消食健胃、行气散瘀、化浊降脂。
external\cls_chinese_medicine/train/luoshiteng/luoshiteng_0292.jpg,络石藤,性味苦微寒；归心肝经；功效：祛风通络、凉血消肿。
external\cls_chinese_medicine/train/aiye/aiye_0422.jpg,艾叶,性味辛苦温；归肝脾肾经；功效：温经止血、散寒止痛、调经安胎、外用祛湿止痒。
external\cls_chinese_medicine/train/yuzhupian/yuzhupian_1503.jpg,玉竹(yuzhupian),性味甘微寒；归肺胃经；功效：养阴润燥、生津止渴。
